ARTWORK_ID,ARTWORK_TITLE,ARTWORK_CREATION_YEAR,ACQUSITION_DATE,PROC_OFFICER_NAME
111,Villa Snellman,1917,1990-01-17 00:00:00,"Gift of Mr. and Mrs. Edward Larrabee Barnes, Roblee McCarthy, Jr., Jeffrey P. Klein Purchase Fund, and purchase"
113,Villa Snellman,1917,1990-01-17 00:00:00,"Gift of Mr. and Mrs. Edward Larrabee Barnes, Roblee McCarthy, Jr., Jeffrey P. Klein Purchase Fund, and purchase"
115,Villa Snellman,1917,1990-01-17 00:00:00,"Gift of Mr. and Mrs. Edward Larrabee Barnes, Roblee McCarthy, Jr., Jeffrey P. Klein Purchase Fund, and purchase"
117,Villa Snellman,1917,1990-01-17 00:00:00,"Gift of Mr. and Mrs. Edward Larrabee Barnes, Roblee McCarthy, Jr., Jeffrey P. Klein Purchase Fund, and purchase"
119,Skandia Cinema,1923,1990-01-17 00:00:00,"Gift of Ira Levy, Mrs. Donald B. Marron, and purchase"
121,Skandia Cinema,1923,1990-01-17 00:00:00,"Gift of Ira Levy, Mrs. Donald B. Marron, and purchase"
123,Skandia Cinema,1923,1990-01-17 00:00:00,"Gift of Ira Levy, Mrs. Donald B. Marron, and purchase"
125,Skandia Cinema,1923,1990-01-17 00:00:00,"Gift of Ira Levy, Mrs. Donald B. Marron, and purchase"
134,Stockholm Exhibition,1930,1990-01-17 00:00:00,Gift of Frederieke Taylor and purchase
135,Law Courts Annex,1936,1990-01-17 00:00:00,"Gift of Richard S. Zeisler, Richard Kahan, and purchase"
137,Woodland Crematorium,1935,1990-01-17 00:00:00,"Gift of Blanchette Hooker Rockefeller, Mrs. Gifford Phillips, Celeste and Armand P. Bartos, Mrs. S. I. Newhouse, Jr., and purchase"
138,Woodland Crematorium,1935,1990-01-17 00:00:00,"Gift of Blanchette Hooker Rockefeller, Mrs. Gifford Phillips, Celeste and Armand P. Bartos, Mrs. S. I. Newhouse, Jr., and purchase"
139,Woodland Crematorium,1935,1990-01-17 00:00:00,"Gift of Blanchette Hooker Rockefeller, Mrs. Gifford Phillips, Celeste and Armand P. Bartos, Mrs. S. I. Newhouse, Jr., and purchase"
141,Woodland Crematorium,1935,1990-01-17 00:00:00,"Gift of Blanchette Hooker Rockefeller, Mrs. Gifford Phillips, Celeste and Armand P. Bartos, Mrs. S. I. Newhouse, Jr., and purchase"
142,Woodland Crematorium,1935,1990-01-17 00:00:00,"Gift of Blanchette Hooker Rockefeller, Mrs. Gifford Phillips, Celeste and Armand P. Bartos, Mrs. S. I. Newhouse, Jr., and purchase"
143,Woodland Crematorium,1935,1990-01-17 00:00:00,"Gift of Blanchette Hooker Rockefeller, Mrs. Gifford Phillips, Celeste and Armand P. Bartos, Mrs. S. I. Newhouse, Jr., and purchase"
148,Woodland Crematorium,1937,1990-01-17 00:00:00,"Gift of Blanchette Hooker Rockefeller, Mrs. Gifford Phillips, Celeste and Armand P. Bartos, Mrs. S. I. Newhouse, Jr., and purchase"
149,Woodland Crematorium,1937,1990-01-17 00:00:00,"Gift of Mrs. John D. Rockefeller, 3rd, Mrs. Gifford Phillips, Celeste and Armand P. Bartos, Mrs. S. I. Newhouse, Jr., and purchase"
150,Woodland Crematorium,1937,1990-01-17 00:00:00,"Gift of Blanchette Hooker Rockefeller, Mrs. Gifford Phillips, Celeste and Armand P. Bartos, Mrs. S. I. Newhouse, Jr., and purchase"
151,Palais de la Découverte Project,1938,1966-01-01 00:00:00,Gift of the architects
152,Palais de la Découverte Project,1938,1966-01-01 00:00:00,Gift of the architects
153,Palais de la Découverte Project,1938,1966-01-01 00:00:00,Gift of the architects
154,Palais de la Découverte Project,1938,1966-01-01 00:00:00,Gift of the architects
163,Gymnasium-Bridge,1977,1989-05-16 00:00:00,Roblee McCarthy Fund
164,Gymnasium-Bridge Project,1977,1989-05-16 00:00:00,Roblee McCarthy Fund
165,Library and Office Building of Salman Schocken,1935,2000-01-19 00:00:00,Gift of Milton Sheingarten
166,Gymnasium Bridge,1977,1989-05-16 00:00:00,Roblee McCarthy Fund
168,Helium Bridge Project,1958,1966-01-01 00:00:00,Gift of the architect
169,Autonomous Artisans' House,1980,1989-05-16 00:00:00,Edward Larrabee Barnes Purchase Fund
171,Autonomous Artisans' House,1984,1989-05-16 00:00:00,Edward Larrabee Barnes Purchase Fund
173,Berkowitz House,1985,1989-05-16 00:00:00,Kenneth Walker Fund
174,Hadassah University Medical Center,1936,2000-01-19 00:00:00,Gift of Milton Scheingarten
175,Porta Vittoria,1986,1989-05-16 00:00:00,Pritzker Foundation Fund and Architecture & Design Purchase Fund
176,Hadassah University Medical Center,1936,2000-01-19 00:00:00,Gift of Milton Scheingarten
177,Porta Vittoria,1986,1989-05-16 00:00:00,Pritzker Foundation Fund and Architecture & Design Purchase Fund
178,Hadassah University Medical Center,1936,2000-01-19 00:00:00,Gift of Milton Scheingarten
179,Porta Vittoria,1986,1989-05-16 00:00:00,Pritzker Foundation Fund and Architecture & Design Purchase Fund
180,Hadassah University Medical Center,1936,2000-01-19 00:00:00,Gift of Milton Scheingarten
181,Porta Vittoria,1986,1989-05-16 00:00:00,Pritzker Foundation Fund and Architecture & Design Purchase Fund
182,Hadassah University Medical Center,1936,2000-01-19 00:00:00,Gift of Milton Scheingarten
183,Porta Vittoria,1986,1989-05-16 00:00:00,Pritzker Foundation Fund and Architecture & Design Purchase Fund
185,Porta Vittoria,1986,1989-05-16 00:00:00,Pritzker Foundation Fund and Architecture & Design Purchase Fund
186,Hadassah University Medical Center,1936,2000-01-19 00:00:00,Gift of Milton Scheingarten
187,Porta Vittoria,1986,1989-05-16 00:00:00,Pritzker Foundation Fund and Architecture & Design Purchase Fund
189,Residence for Herbert Green,1989,1989-05-16 00:00:00,Gift of the architect
191,Finney Guest House Project,1949,1989-05-16 00:00:00,Gift of the architect
193,Yale University,1964,1989-05-16 00:00:00,Gift of the architect
195,Unidentified project (Perspective),1935,2000-01-19 00:00:00,Gift of Milton Scheingarten
197,Hadassah University Hospital,1935,2000-01-19 00:00:00,Gift of Milton Scheingarten
198,Hadassah University Medical Center,1935,2000-01-19 00:00:00,Gift of Milton Scheingarten
199,Hadassah University Medical Center,1935,2000-01-19 00:00:00,Gift of Milton Scheingarten
200,Arcadia Peninsula Housing,1979,1992-01-15 00:00:00,Gift of Kenneth Walker
201,Slow House Project,1989,1992-01-15 00:00:00,Marshall Cogan Purchase Fund and Jeffrey P. Klein Purchase Fund
202,The Peak Project,1991,1992-01-15 00:00:00,"David Rockefeller, Jr. Fund"
2,Ferdinandsbrücke Project,1896,1996-04-09 00:00:00,Fractional and promised gift of Jo Carole and Ronald S. Lauder
3,City of Music,1987,1995-01-17 00:00:00,Gift of the architect in honor of Lily Auchincloss
4,Villa near Vienna Project,1903,1997-01-15 00:00:00,Gift of Jo Carole and Ronald S. Lauder
5,The Manhattan Transcripts Project,1980,1995-01-17 00:00:00,Purchase and partial gift of the architect in honor of Lily Auchincloss
6,Villa,1903,1997-01-15 00:00:00,Gift of Jo Carole and Ronald S. Lauder
7,The Manhattan Transcripts Project,1977,1995-01-17 00:00:00,Purchase and partial gift of the architect in honor of Lily Auchincloss
8,The Manhattan Transcripts Project,1977,1995-01-17 00:00:00,Purchase and partial gift of the architect in honor of Lily Auchincloss
9,The Manhattan Transcripts Project,1977,1995-01-17 00:00:00,Purchase and partial gift of the architect in honor of Lily Auchincloss
10,The Manhattan Transcripts Project,1977,1995-01-17 00:00:00,Purchase and partial gift of the architect in honor of Lily Auchincloss
11,The Manhattan Transcripts Project,1977,1995-01-17 00:00:00,Purchase and partial gift of the architect in honor of Lily Auchincloss
12,The Manhattan Transcripts Project,1977,1995-01-17 00:00:00,Purchase and partial gift of the architect in honor of Lily Auchincloss
13,The Manhattan Transcripts Project,1977,1995-01-17 00:00:00,Purchase and partial gift of the architect in honor of Lily Auchincloss
14,The Manhattan Transcripts Project,1977,1995-01-17 00:00:00,Purchase and partial gift of the architect in honor of Lily Auchincloss
15,The Manhattan Transcripts Project,1977,1995-01-17 00:00:00,Purchase and partial gift of the architect in honor of Lily Auchincloss
16,The Manhattan Transcripts Project,1977,1995-01-17 00:00:00,Purchase and partial gift of the architect in honor of Lily Auchincloss
17,The Manhattan Transcripts Project,1977,1995-01-17 00:00:00,Purchase and partial gift of the architect in honor of Lily Auchincloss
18,The Manhattan Transcripts Project,1977,1995-01-17 00:00:00,Purchase and partial gift of the architect in honor of Lily Auchincloss
19,The Manhattan Transcripts Project,1977,1995-01-17 00:00:00,Purchase and partial gift of the architect in honor of Lily Auchincloss
20,The Manhattan Transcripts Project,1977,1995-01-17 00:00:00,Purchase and partial gift of the architect in honor of Lily Auchincloss
21,The Manhattan Transcripts Project,1977,1995-01-17 00:00:00,Purchase and partial gift of the architect in honor of Lily Auchincloss
22,The Manhattan Transcripts Project,1977,1995-01-17 00:00:00,Purchase and partial gift of the architect in honor of Lily Auchincloss
23,The Manhattan Transcripts Project,1977,1995-01-17 00:00:00,Purchase and partial gift of the architect in honor of Lily Auchincloss
24,The Manhattan Transcripts Project,1977,1995-01-17 00:00:00,Purchase and partial gift of the architect in honor of Lily Auchincloss
25,The Manhattan Transcripts Project,1977,1995-01-17 00:00:00,Purchase and partial gift of the architect in honor of Lily Auchincloss
26,The Manhattan Transcripts Project,1977,1995-01-17 00:00:00,Purchase and partial gift of the architect in honor of Lily Auchincloss
27,The Manhattan Transcripts Project,1977,1995-01-17 00:00:00,Purchase and partial gift of the architect in honor of Lily Auchincloss
28,The Manhattan Transcripts Project,1977,1995-01-17 00:00:00,Purchase and partial gift of the architect in honor of Lily Auchincloss
29,The Manhattan Transcripts Project,1977,1995-01-17 00:00:00,Purchase and partial gift of the architect in honor of Lily Auchincloss
30,The Manhattan Transcripts Project,1977,1995-01-17 00:00:00,Purchase and partial gift of the architect in honor of Lily Auchincloss
31,The Manhattan Transcripts Project,1977,1995-01-17 00:00:00,Purchase and partial gift of the architect in honor of Lily Auchincloss
32,Memorial to the Six Million Jewish Martyrs,1968,1997-01-15 00:00:00,Purchase
33,The Manhattan Transcripts Project,1980,1995-01-17 00:00:00,Purchase and partial gift of the architect in honor of Lily Auchincloss
34,Royal Hunting Tent,1900,1997-01-15 00:00:00,Gift of Jo Carole and Ronald S. Lauder
35,The Manhattan Transcripts Project,1978,1995-01-17 00:00:00,Purchase and partial gift of the architect in honor of Lily Auchincloss
36,House in Krems,1905,1997-01-15 00:00:00,Gift of Jo Carole and Ronald S. Lauder
38,The Manhattan Transcripts Project,1980,1995-01-17 00:00:00,Purchase and partial gift of the architect in honor of Lily Auchincloss
39,Imperial Post Office,1906,1997-01-15 00:00:00,Gift of Jo Carole and Ronald S. Lauder
41,The Manhattan Transcripts Project,1979,1995-01-17 00:00:00,Purchase and partial gift of the architect in honor of Lily Auchincloss
42,The Manhattan Transcripts Project,1979,1995-01-17 00:00:00,Purchase and partial gift of the architect in honor of Lily Auchincloss
43,The Manhattan Transcripts Project,1979,1995-01-17 00:00:00,Purchase and partial gift of the architect in honor of Lily Auchincloss
44,The Manhattan Transcripts Project,1980,1995-01-17 00:00:00,Purchase and partial gift of the architect in honor of Lily Auchincloss
45,The Manhattan Transcripts Project,1979,1995-01-17 00:00:00,Purchase and partial gift of the architect in honor of Lily Auchincloss
46,The Manhattan Transcripts Project,1979,1995-01-17 00:00:00,Purchase and partial gift of the architect in honor of Lily Auchincloss
47,The Manhattan Transcripts Project,1979,1995-01-17 00:00:00,Purchase and partial gift of the architect in honor of Lily Auchincloss
48,The Manhattan Transcripts Project,1979,1995-01-17 00:00:00,Purchase and partial gift of the architect in honor of Lily Auchincloss
49,The Manhattan Transcripts Project,1979,1995-01-17 00:00:00,Purchase and partial gift of the architect in honor of Lily Auchincloss
50,The Manhattan Transcripts Project,1979,1995-01-17 00:00:00,Purchase and partial gift of the architect in honor of Lily Auchincloss
52,The Manhattan Transcripts Project,1980,1995-01-17 00:00:00,Purchase and partial gift of the architect in honor of Lily Auchincloss
54,The Manhattan Transcripts Project,1981,1995-01-17 00:00:00,Purchase and partial gift of the architect in honor of Lily Auchincloss
55,The Manhattan Transcripts Project,1981,1995-01-17 00:00:00,Purchase and partial gift of the architect in honor of Lily Auchincloss
56,The Manhattan Transcripts Project,1981,1995-01-17 00:00:00,Purchase and partial gift of the architect in honor of Lily Auchincloss
57,The Manhattan Transcripts Project,1981,1995-01-17 00:00:00,Purchase and partial gift of the architect in honor of Lily Auchincloss
58,The Manhattan Transcripts Project,1981,1995-01-17 00:00:00,Purchase and partial gift of the architect in honor of Lily Auchincloss
59,The Manhattan Transcripts Project,1981,1995-01-17 00:00:00,Purchase and partial gift of the architect in honor of Lily Auchincloss
60,The Manhattan Transcripts Project,1981,1995-01-17 00:00:00,Purchase and partial gift of the architect in honor of Lily Auchincloss
61,The Manhattan Transcripts Project,1981,1995-01-17 00:00:00,Purchase and partial gift of the architect in honor of Lily Auchincloss
62,The Manhattan Transcripts Project,1981,1995-01-17 00:00:00,Purchase and partial gift of the architect in honor of Lily Auchincloss
63,The Manhattan Transcripts Project,1981,1995-01-17 00:00:00,Purchase and partial gift of the architect in honor of Lily Auchincloss
64,The Manhattan Transcripts Project,1981,1995-01-17 00:00:00,Purchase and partial gift of the architect in honor of Lily Auchincloss
65,The Manhattan Transcripts Project,1981,1995-01-17 00:00:00,Purchase and partial gift of the architect in honor of Lily Auchincloss
302,Kyle Residence,1995,1999-06-30 00:00:00,Gift of the Peter Norton Family Foundation
303,Kyle Residence,1995,1999-06-30 00:00:00,Gift of the Peter Norton Family Foundation
304,American Gas Station Project,1975,1999-06-30 00:00:00,Robert K. and Barbara J. Straus Family Foundation
305,St. Mark's-in-the-Bouwerie Towers,1931,1999-06-30 00:00:00,"Jeffrey P. Klein Purchase Fund, Barbara Pine Purchase Fund, and Frederieke Taylor Purchase Fund"
306,Unity Temple,1930,1999-06-30 00:00:00,"Gift of Patricia Phelps de Cisneros, The Lauder Foundation, Leonard and Evelyn Lauder Fund, and Victoria Newhouse Purchase Fund"
307,Transplantation I,1964,1965-04-06 00:00:00,Philip Johnson Fund
308,Linear City Project,1964,1965-04-06 00:00:00,Philip Johnson Fund
309,Floating Compression Column,1959,1965-04-06 00:00:00,Gift of the architect
318,Woodland Chapel,1920,1984-10-30 00:00:00,Marshall Cogan Purchase Fund
319,Woodland Chapel,1920,1984-10-30 00:00:00,Marshall Cogan Purchase Fund
320,Palace of Italian Civilization,1939,1984-10-30 00:00:00,Purchase
321,Roma Interrota,1977,1984-10-30 00:00:00,Marshall Cogan Purchase Fund
322,Hypostyle House project (Axonometric),1977,1984-10-30 00:00:00,Marshall Cogan Purchase Fund
323,Belvedere,1980,1984-10-30 00:00:00,Marshall Cogan Purchase Fund
324,The Atheneum,1976,1984-10-30 00:00:00,Gift of the architect
325,The Atheneum,1976,1984-10-30 00:00:00,Gift of the architect
326,The Atheneum,1976,1984-10-30 00:00:00,Gift of the architect
327,The Atheneum,1975,1984-10-30 00:00:00,Gift of the architect
328,The Atheneum,1976,1984-10-30 00:00:00,Gift of the architect
329,The Atheneum,1979,1984-10-30 00:00:00,Gift of the architect
330,The Atheneum,1979,1984-10-30 00:00:00,Gift of the architect
331,The Atheneum,1979,1984-10-30 00:00:00,Gift of the architect
332,Il Palazzo della Civiltà Italiana,1938,1984-10-30 00:00:00,Purchase
333,Il Palazzo della Civiltà Italiana,1938,1984-10-30 00:00:00,Purchase
334,Il Palazzo della Civiltà Italiana,1938,1984-10-30 00:00:00,Purchase
335,Jewish Museum Project,1992,1996-09-25 00:00:00,Gift of the architect in honor of Philip Johnson
336,Worldbridge Trade and Investment Center project,1992,1996-09-25 00:00:00,Gift of the architect in honor of Philip Johnson
337,Worldbridge Trade and Investment Center,1992,1996-09-25 00:00:00,Gift of the architect in honor of Philip Johnson
338,Church of the Light,1989,1996-09-25 00:00:00,Gift of the architect in honor of Philip Johnson
339,Church of the Light,1989,1996-09-25 00:00:00,Gift of the architect in honor of Philip Johnson
340,Church of the Light,1989,1996-09-25 00:00:00,Gift of the architect in honor of Philip Johnson
341,Church of the Light,1989,1996-09-25 00:00:00,Gift of the architect in honor of Philip Johnson
342,Austrian Cultural Institute,1993,1993-01-14 00:00:00,Gift of the architect
343,Church of the Light,1989,1996-09-25 00:00:00,Gift of the architect in honor of Philip Johnson
344,Tokyo International Forum,1991,1993-01-14 00:00:00,Gift of the architect
345,Motorway Service Station Project,1989,1996-09-25 00:00:00,Gift of the architect in honor of Philip Johnson
346,Tokyo International Forum,1991,1993-11-04 00:00:00,Gift of the architect
347,Tokyo International Forum,1991,1993-11-04 00:00:00,Gift of the architect
348,Tokyo International Forum,1991,1993-11-04 00:00:00,Gift of the architect
349,Tokyo International Forum,1991,1993-11-04 00:00:00,Gift of the architect
350,Tokyo International Forum,1991,1993-11-04 00:00:00,Gift of the architect
351,Tokyo International Forum,1991,1993-11-04 00:00:00,Gift of the architect
352,Tokyo International Forum,1991,1993-11-04 00:00:00,Gift of the architect
353,Motorway Service Station project (Preliminary plan),1991,1996-09-25 00:00:00,Gift of the architect in honor of Philip Johnson
354,Tokyo International Forum,1989,1993-11-04 00:00:00,Gift of the architect
355,San Francisco Museum of Modern Art,1996,1996-09-25 00:00:00,Gift of the architect to Philip Johnson
357,Alamillo Bridge and Cartuga Viaduct,1988,1996-09-25 00:00:00,Gift of the architect
359,Lyons Airport Railroad Station,1992,1996-09-25 00:00:00,Gift of the architect
360,Hong Kong and Shanghai Bank,1985,1996-09-25 00:00:00,Gift of the architect in honor of Philip Johnson
361,Hong Kong and Shanghai Bank,1985,1996-09-25 00:00:00,Gift of the architect in honor of Philip Johnson
362,Hong Kong and Shanghai Bank,1985,1996-09-25 00:00:00,Gift of the architect in honor of Philip Johnson
363,Parc de la Villette Project,1983,1996-09-25 00:00:00,Gift of the architect in honor of Philip Johnson
364,Parc de la Villette project,1983,1996-09-25 00:00:00,Gift of the architect in honor of Philip Johnson
365,Parc de la Villette Project,1983,1996-09-25 00:00:00,Gift of the architect in honor of Philip Johnson
366,Parc de la Villette Project,1983,1996-09-25 00:00:00,Gift of the architect in honor of Philip Johnson
367,Parc de la Villette Project,1983,1996-09-25 00:00:00,Gift of the architect in honor of Philip Johnson
368,Parc de la Villette Project,1983,1996-09-25 00:00:00,Gift of the architect in honor of Philip Johnson
369,Parc de la Villette Project,1983,1996-09-25 00:00:00,Gift of the architect in honor of Philip Johnson
370,Parc de la Villette Project,1983,1996-09-25 00:00:00,Gift of the architect in honor of Philip Johnson
372,Parc de la Villette Project,1983,1996-09-25 00:00:00,Gift of the architect in honor of Philip Johnson
373,Parc de la Villette Project,1983,1996-09-25 00:00:00,Gift of the architect in honor of Philip Johnson
374,Parc de la Villette Project,1983,1996-09-25 00:00:00,Gift of the architect in honor of Philip Johnson
375,Parc de la Villette Project,1983,1996-09-25 00:00:00,Gift of the architect in honor of Philip Johnson
376,Parc de la Villette Project,1983,1996-09-25 00:00:00,Gift of the architect in honor of Philip Johnson
377,Parc de la Villette Project,1983,1996-09-25 00:00:00,Gift of the architect in honor of Philip Johnson
378,Parc de la Villette Project,1983,1996-09-25 00:00:00,Gift of the architect in honor of Philip Johnson
379,Parc de la Villette Project,1983,1996-09-25 00:00:00,Gift of the architect in honor of Philip Johnson
380,Parc de la Villette Project,1983,1996-09-25 00:00:00,Gift of the architect in honor of Philip Johnson
381,Parc de la Villette Project,1983,1996-09-25 00:00:00,Gift of the architect in honor of Philip Johnson
382,Parc de la Villette Project,1983,1996-09-25 00:00:00,Gift of the architect in honor of Philip Johnson
383,Parc de la Villette Project,1983,1996-09-25 00:00:00,Gift of the architect in honor of Philip Johnson
384,Parc de la Villette Project,1983,1996-09-25 00:00:00,Gift of the architect in honor of Philip Johnson
386,City Tower,1953,1967-04-11 00:00:00,Gift of the architect
387,Re-ruined Hiroshima,1990,1996-09-25 00:00:00,Gift of the architect in honor of Philip Johnson
388,Friedrichstrasse Skyscraper,1921,1966-05-10 00:00:00,"Mies van der Rohe Archive, gift of Mary Callery"
389,Civic Center Studies,1957,1967-04-11 00:00:00,Gift of the architect
